,Label,Text,ppData
4558,0,Think + da. You wil do.,Think da You wil
4559,0,I'm awake oh. What's up.,I awake oh What
4560,0,Good afternoon my boytoy. How goes that walking here and there day ? Did you get that police abstract? Are you still out and about? I wake and miss you babe,Good afternoon boytoy How go walk day Did get police abstract Are still I wake miss babe
4561,0,How much u trying to get?,How much u try get
4562,0,"Come around  &lt;DECIMAL&gt; pm vikky..i'm otside nw, il come by tht time",Come around lt DECIMAL gt pm vikky otside nw il come tht time
4563,0,Tell me again what your address is,Tell address
4564,0,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)",Honeybee Said I Sweetest World God Laughed amp Said Wait U Havnt Met Person Reading This Msg MORAL Even GOD Can Crack Jokes GM GN GE GN
4565,0,Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  &lt;#&gt; g wifi ipad. And what are you saying about the about the  &lt;#&gt; g?,Should buy blackberry bold 2 torch Should buy new use Let know Plus say buy lt gt g wifi ipad And say lt gt g
4566,0,But you were together so you should be thinkin about him,But together thinkin
4567,0,hiya hows it going in sunny africa? hope u r avin a good time. give that big old silver back a big kiss from me.,hiya hows go sunny africa hope u r avin good time give big old silver back big kiss
4568,0,At WHAT TIME should i come tomorrow,At WHAT TIME come tomorrow
4569,1,Wanna have a laugh? Try CHIT-CHAT on your mobile now! Logon by txting the word: CHAT and send it to No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd,Wan na laugh Try CHIT CHAT mobile Logon txting word CHAT send No 8883 CM PO Box 4217 London W1A 6ZF 16 118p msg rcvd
4570,0,\CHA QUITEAMUZING THATåÕSCOOL BABE,CHA QUITEAMUZING THAT SCOOL BABE
4571,0,Omg how did u know what I ate?,Omg u know I eat
4572,1,"\URGENT! This is the 2nd attempt to contact U!U have WON å£1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. maxå£7. 50\""""",URGENT This 2nd attempt contact U U WON 1000CALL 09071512432 b4 300603t csBCM4235WC1N3XX callcost150ppmmobilesvary max 7 50
4573,0,:( but your not here....,
4574,0,Not directly behind... Abt 4 rows behind Ì_...,Not directly behind Abt 4 row behind
4575,1,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066,Congratulations ur award 500 CD voucher 125gift guarantee Free entry 2 100 wkly draw txt MUSIC 87066
4576,1,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records",Had contract mobile 11 Mnths Latest Motorola Nokia etc FREE Double Mins Text Orange tariff TEXT YES callback remove record
4577,1,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+",Urgent call 09066350750 landline Your complimentary 4 Ibiza Holiday 10 000 cash await collection SAE T Cs PO BOX 434 SK3 8WP 150 ppm 18
4578,0,No plans yet. What are you doing ?,No plan yet What
4579,0,Hi ....My engagement has been fixd on  &lt;#&gt; th of next month. I know its really shocking bt....hmm njan vilikkam....t ws al of a sudn;-(.,Hi My engagement fixd lt gt th next month I know really shock bt hmm njan vilikkam w al sudn
4580,0,Not course. Only maths one day one chapter with in one month we can finish.,Not course Only maths one day one chapter one month finish
4581,0,Wow didn't think it was that common. I take it all back ur not a freak! Unless u chop it off:-),Wow think common I take back ur freak Unless u chop
4582,1,"For ur chance to win a å£250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk",For ur chance win 250 wkly shopping spree TXT SHOP 80878 T C www txt 2 shop com custcare 08715705022 1x150p wk
4583,0,Noooooooo please. Last thing I need is stress. For once in your life be fair.,Noooooooo please Last thing I need stress For life fair
4584,1,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm,U Secret Admirer look 2 make contact U find R reveal think UR special call 09065171142 stopsms 08718727870150ppm
4585,1,"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. å£1.50 increments. Help08718728876",Mila age23 blonde new UK I look sex UK guy u like fun Text MTALK 69866 18 30pp txt 1st 5free 1 50 increment Help08718728876
4586,0,"I'll see if I can swing by in a bit, got some things to take care of here firsg",I see I swing bit get thing take care firsg
4587,0,I wanted to wish you a Happy New Year and I wanted to talk to you about some legal advice to do with when Gary and I split but in person. I'll make a trip to Ptbo for that. I hope everything is good with you babe and I love ya :),I want wish Happy New Year I want talk legal advice Gary I split person I make trip Ptbo I hope everything good babe I love ya
4588,0,Have you not finished work yet or something?,Have finish work yet something
4589,0,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow,Tomorrow go theatre So come wherever u call Tell come tomorrow
4590,1,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX å£1.50,Well do ENGLAND Get official poly ringtone colour flag yer mobile text TONE FLAG 84199 NOW Opt txt ENG STOP Box39822 W111WX 1 50
4591,0,Right it wasnt you who phoned it was someone with a number like yours!,Right wasnt phone someone number like
4592,0,It's ok i wun b angry. Msg u aft i come home tonight.,It ok wun b angry Msg u aft come home tonight
4593,0,I had a good time too. Its nice to do something a bit different with my weekends for a change. See ya soon,I good time Its nice something bit different weekend change See ya soon
4594,0,Yo sorry was in the shower sup,Yo sorry shower sup
4595,0,"Carlos is down but I have to pick it up from him, so I'll swing by usf in a little bit",Carlos I pick I swing usf little bit
4596,0,Full heat pa:-) i have applyed oil pa.,Full heat pa apply oil pa
4597,0,I'm stuck in da middle of da row on da right hand side of da lt... ,I stick da middle da row da right hand side da lt
4598,0,Have you laid your airtel line to rest?,Have lay airtel line rest
4599,0,Hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing ,Hi u decide wot 2 get 4 bday ill prob jus get voucher frm virgin sumfing
4600,1,FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop,FreeMsg Txt CALL No 86888 claim reward 3 hour talk time use phone Subscribe6GBP mnth inc 3hrs 16 stop txtStop
4601,0,\Hey j! r u feeling any better,Hey j r u feeling good
4602,0,And I don't plan on staying the night but I prolly won't be back til late,And I plan stay night I prolly back til late
4603,0,THANX 4 PUTTIN DA FONE DOWN ON ME!!,THANX 4 PUTTIN DA FONE DOWN ON ME
4604,0,"I need an 8th but I'm off campus atm, could I pick up in an hour or two?",I need 8th I campus atm could I pick hour two
4605,0,"Oh... Haha... Den we shld had went today too... Gee, nvm la... Kaiez, i dun mind goin jazz oso... Scared hiphop open cant catch up... ",Oh Haha Den shld go today Gee nvm la Kaiez dun mind goin jazz oso Scared hiphop open cant catch
4606,0,Been running but only managed 5 minutes and then needed oxygen! Might have to resort to the roller option!,Been run manage 5 minute need oxygen Might resort roller option
4607,0,We live in the next  &lt;#&gt; mins,We live next lt gt min
4608,0,Y de asking like this.,Y de ask like
4609,0,Just glad to be talking to you.,Just glad talk
4610,0,Wat time Ì_ finish?,Wat time finish
4611,0,Sorry da. I gone mad so many pending works what to do.,Sorry da I go mad many pending work
4612,0,How much you got for cleaning,How much get cleaning
4613,0,hows my favourite person today? r u workin hard? couldn't sleep again last nite nearly rang u at 4.30,hows favourite person today r u workin hard sleep last nite nearly rang u 4 30
4614,1,Sunshine Quiz! Win a super Sony DVD recorder if you canname the capital of Australia? Text MQUIZ to 82277. B,Sunshine Quiz Win super Sony DVD recorder canname capital Australia Text MQUIZ 82277 B
4615,0,ÌÏ called dad oredi...,call dad oredi
4616,0,Good. do you think you could send me some pix? I would love to see your top and bottom...,Good think could send pix I would love see top bottom
4617,0,Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh.,Nvm I go wear sport shoe anyway I go late leh
4618,0,"Sorry, I'll call later In meeting.",Sorry I call later In meeting
4619,0,THIS IS A LONG FUCKIN SHOWR,THIS IS A LONG FUCKIN SHOWR
4620,0,"Received, understood n acted upon!",Received understood n act upon
4621,0,They finally came to fix the ceiling.,They finally come fix ceiling
4622,0,"U need my presnts always bcz U cant mis love. \jeevithathile irulinae neekunna prakasamanu sneham\"" prakasam ennal prabha 'That mns prabha is'LOVE' Got it. Dont mis me....""",U need presnts always bcz U cant mi love jeevithathile irulinae neekunna prakasamanu sneham prakasam ennal prabha That mns prabha LOVE Got Dont mis
4623,0,Jus finish blowing my hair. U finish dinner already?,Jus finish blowing hair U finish dinner already
4624,0,I'm on the bus. Love you,I bus Love
4625,0,Lol ... I knew that .... I saw him in the dollar store,Lol I know I saw dollar store
4626,1,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed å£1000 cash or å£5000 prize!,Please call customer service representative 0800 169 6031 10am 9pm WON guaranteed 1000 cash 5000 prize
4627,1,Todays Voda numbers ending with 7634 are selected to receive a å£350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.,Todays Voda number end 7634 select receive 350 reward If match please call 08712300220 quote claim code 7684 standard rate apply
4628,0,Only saturday and sunday holiday so its very difficult:),Only saturday sunday holiday difficult
4629,0,Everybody had fun this evening. Miss you.,Everybody fun even Miss
4630,0,"Got hella gas money, want to go on a grand nature adventure with galileo in a little bit?",Got hella gas money want go grand nature adventure galileo little bit
4631,0,"I'm in a meeting, call me later at",I meeting call later
4632,0,Oh wow thats gay. Will firmware update help,Oh wow thats gay Will firmware update help
4633,0,These won't do. Have to move on to morphine,These Have move morphine
4634,0,How come i din c Ì_... Yup i cut my hair...,How come din c Yup cut hair
4635,0,K k pa Had your lunch aha.,K k pa Had lunch aha
4636,0,Oh ho. Is this the first time u use these type of words,Oh ho Is first time u use type word
4637,0,Captain vijaykanth is doing comedy in captain tv..he is drunken :),Captain vijaykanth comedy captain tv drunken
4638,0,Of course. I guess god's just got me on hold right now.,Of course I guess god get hold right
4639,0,Do you hide anythiing or keeping distance from me,Do hide anythiing keep distance
4640,0,Havent.,Havent
4641,1,You are being ripped off! Get your mobile content from www.clubmoby.com call 08717509990 poly/true/Pix/Ringtones/Games six downloads for only 3,You rip Get mobile content www clubmoby com call 08717509990 poly true Pix Ringtones Games six downloads 3
4642,0,Sorry i din lock my keypad.,Sorry din lock keypad
4643,0,Did u got that persons story,Did u get person story
4644,0,Are you planning to come chennai?,Are plan come chennai
4645,1,We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705,We try contact reply offer Video Phone 750 anytime network mins Half Price Line Rental Camcorder Reply call 08000930705
4646,0,God created gap btwn ur fingers so dat sum1 vry special will fill those gaps by holding ur hands.. Now plz dont ask y he created so much gap between legs !!!,God create gap btwn ur finger dat sum1 vry special fill gap hold ur hand Now plz dont ask create much gap leg
4647,0,We are okay. Going to sleep now. Later,We okay Going sleep Later
4648,0,"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody.",Please protect e threat SIB never ask sensitive information like Passwords ATM SMS PIN thru email Never share password anybody
4649,0,"Finally it has happened..! Aftr decades..! BEER is now cheaper than PETROL! The goverment expects us to \DRINK\"". . . But don't \""DRIVE \""""",Finally happen Aftr decade BEER cheap PETROL The goverment expect u DRINK But DRIVE
4650,1,A å£400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a å£400 reward. Just call 09066380611 ,A 400 XMAS REWARD IS WAITING FOR YOU Our computer randomly pick loyal mobile customer receive 400 reward Just call 09066380611
4651,0,Where r e meeting tmr?,Where r e meeting tmr
4652,0,Lol yes. But it will add some spice to your day.,Lol yes But add spice day
4653,0,Hope you are having a great day.,Hope great day
4654,0,Our Prasanth ettans mother passed away last night. Just pray for her and family.,Our Prasanth ettans mother pass away last night Just pray family
4655,0,"K, I'll work something out",K I work something
4656,1,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08718738002 Identifier Code: 48922 Expires 21/11/04,PRIVATE Your 2003 Account Statement show 800 un redeem S I M point Call 08718738002 Identifier Code 48922 Expires 21 11 04
4657,0,This message is from a great Doctor in India:-): 1) Do not drink APPY FIZZ. It contains Cancer causing age,This message great Doctor India 1 Do drink APPY FIZZ It contain Cancer cause age
4658,0,I cant pick the phone right now. Pls send a message,I cant pick phone right Pls send message
4659,0,You call him and tell now infront of them. Call him now.,You call tell infront Call
4660,0,Ok no prob...,Ok prob
4661,0,Ladies first and genus second k .,Ladies first genus second k
4662,0,No. Yes please. Been swimming?,No Yes please Been swim
4663,0,Mum not going robinson already.,Mum go robinson already
4664,0,Ok set let u noe e details later...,Ok set let u noe e detail later
4665,0,Not..tel software name..,Not tel software name
4666,0,I send the print  outs da.,I send print out da
4667,0,IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO ,IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO
4668,0,"When I was born, GOD said, \Oh No! Another IDIOT\"". When you were born",When I bear GOD say Oh No Another IDIOT When bear
4669,0,"I didnt get ur full msg..sometext is missing, send it again",I didnt get ur full msg sometext miss send
4670,0,"Probably not, I'm almost out of gas and I get some cash tomorrow",Probably I almost gas I get cash tomorrow
4671,1,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114",Customer service announcement We recently try make delivery unable please call 07099833605 schedule Ref 9280114
4672,0,I forgot 2 ask Ì_ all smth.. There's a card on da present lei... How? ÌÏ all want 2 write smth or sign on it?,I forget 2 ask smth There card da present lei How want 2 write smth sign
4673,0,I'm leaving my house now.,I leave house
4674,1,"Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP visionsms.com Text stop to stop 150p/text",Hi babe Chloe r u I smash saturday night great How weekend U miss SP visionsms com Text stop stop 150p text
4675,0,ÌÏ ready then call me...,ready call
4676,0,Wewa is 130. Iriver 255. All 128 mb.,Wewa 130 Iriver 255 All 128 mb
4677,0,It is a good thing I'm now getting the connection to bw,It good thing I get connection bw
4678,0,Sry da..jst nw only i came to home..,Sry da jst nw come home
4679,0,"That's cool he'll be here all night, lemme know when you're around",That cool night lem know around
4680,0,Are you staying in town ?,Are stay town
4681,0,"Haha yeah, 2 oz is kind of a shitload",Haha yeah 2 oz kind shitload
4682,0,Ok u can take me shopping when u get paid =D,Ok u take shop u get pay D
4683,0,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",My life Means lot Not I love life But I love people life The world call friends I call World Ge
4684,0,"Alright we'll bring it to you, see you in like  &lt;#&gt;  mins",Alright bring see like lt gt min
4685,0,But pls dont play in others life.,But pls dont play others life
4686,0,Eatin my lunch...,Eatin lunch
4687,0,Hmmm.but you should give it on one day..,Hmmm give one day
4688,0,"Didn't try, g and I decided not to head out",Didn try g I decide head
4689,0,Ok no prob,Ok prob
4690,0,Surly ill give it to you:-) while coming to review.,Surly ill give come review
4691,0,"By march ending, i should be ready. But will call you for sure. The problem is that my capital never complete. How far with you. How's work and the ladies",By march end ready But call sure The problem capital never complete How far How work lady
4692,0,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,Tessy pls favor Pls convey birthday wish Nimya pls dnt forget Today birthday Shijas
4693,0,Pls give her the food preferably pap very slowly with loads of sugar. You can take up to an hour to give it. And then some water. Very very slowly.,Pls give food preferably pap slowly load sugar You take hour give And water Very slowly
4694,1,"URGENT! Your Mobile No 07808726822 was awarded a å£2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU",URGENT Your Mobile No 07808726822 award 2 000 Bonus Caller Prize 02 09 03 This 2nd attempt contact YOU Call 0871 872 9758 BOX95QU
4695,0,A guy who gets used but is too dumb to realize it.,A guy get use dumb realize
4696,0,"Okey dokey, iÛ÷ll be over in a bit just sorting some stuff out.",Okey dokey bit sort stuff
4697,0,Don no da:)whats you plan?,Don da whats plan
4698,0,Yes fine ,Yes fine
4699,1,"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk",WIN We winner Mr T Foley iPod More exciting prize soon keep eye ur mobile visit www win 82050 co uk
4700,0,I liked the new mobile,I like new mobile
4701,0,Anytime...,Anytime
4702,0,Mmmmmmm *snuggles into you* ...*deep contented sigh* ... *whispers* ... I fucking love you so much I can barely stand it ...,Mmmmmmm snuggle deep contented sigh whisper I fuck love much I barely stand
4703,0,Yar but they say got some error.,Yar say get error
4704,0,Hey anyway i have to :-),Hey anyway
4705,0,Wow so healthy. Old airport rd lor. Cant thk of anything else. But i'll b bathing my dog later.,Wow healthy Old airport rd lor Cant thk anything else But b bath dog later
4706,0,Wif my family booking tour package.,Wif family book tour package
4707,0,"Did you say bold, then torch later. Or one torch and 2bold?",Did say bold torch later Or one torch 2bold
4708,0,"Haha awesome, I might need to take you up on that, what you doin tonight?",Haha awesome I might need take doin tonight
4709,0,Ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-);-),Ya knw u vl giv ok thanks kano anyway enjoy wit ur family wit 1st salary
4710,0,Huh so slow i tot u reach long ago liao... U 2 more days only i 4 more leh...,Huh slow tot u reach long ago liao U 2 day 4 leh
4711,0,Thats cool princess! I will cover your face in hot sticky cum :),Thats cool princess I cover face hot sticky cum
4712,0,Big brotherÛ÷s really scraped the barrel with this shower of social misfits,Big brother really scrap barrel shower social misfit
4713,0,Oops i thk i dun haf enuff... I go check then tell Ì_..,Oops thk dun haf enuff I go check tell
4714,0,S:)8 min to go for lunch:),S 8 min go lunch
4715,0,"Hey. What happened? U switch off ur cell d whole day. This isnt good. Now if u do care, give me a call tomorrow.",Hey What happen U switch ur cell whole day This isnt good Now u care give call tomorrow
4716,0,"K will do, addie &amp; I are doing some art so I'll be here when you get home",K addie amp I art I get home
4717,0,My uncles in Atlanta. Wish you guys a great semester.,My uncle Atlanta Wish guy great semester
4718,0,"Aiyo... Her lesson so early... I'm still sleepin, haha... Okie, u go home liao den confirm w me lor...",Aiyo Her lesson early I still sleepin haha Okie u go home liao den confirm w lor
4719,0,Forgot to tell Ì_ smth.. Can Ì_ like number the sections so that it's clearer..,Forgot tell smth Can like number section clearer
4720,0,"Yup. Anything lor, if u dun wan it's ok...",Yup Anything lor u dun wan ok
4721,0,"I'm home, my love ... If your still awake ... *loving kiss*",I home love If still awake love kiss
4722,0,HELLO PEACH! MY CAKE TASTS LUSH!,HELLO PEACH MY CAKE TASTS LUSH
4723,1,"FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST, then save & activ8. Press 0 key for Arcade. Termsapply",FREE GAME Get Rayman Golf 4 FREE O2 Games Arcade 1st get UR game setting Reply POST save activ8 Press 0 key Arcade Termsapply
4724,0,"There'll be a minor shindig at my place later tonight, you interested?",There minor shindig place later tonight interested
4725,0,Jason says it's cool if we pick some up from his place in like an hour,Jason say cool pick place like hour
4726,1,"Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call",Had mobile 10 mths Update late Camera Video phone FREE KEEP UR SAME NUMBER Get extra free min texts Text YES call
4727,0,I (Career Tel) have added u as a contact on INDYAROCKS.COM to send FREE SMS. To remove from phonebook - sms NO to  &lt;#&gt;,I Career Tel add u contact INDYAROCKS COM send FREE SMS To remove phonebook sms NO lt gt
4728,0,I've reached already.,I reach already
4729,0,I dont know ask to my brother. Nothing problem some thing that. Just i told .,I dont know ask brother Nothing problem thing Just tell
4730,0,K:)eng rocking in ashes:),K eng rock ash
4731,0,Wat time r Ì_ going to xin's hostel?,Wat time r go xin hostel
4732,0,Good Morning my Dear Shijutta........... Have a great &amp; successful day.,Good Morning Dear Shijutta Have great amp successful day
4733,1,Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase,Buy Space Invaders 4 chance 2 win orig Arcade Game console Press 0 Games Arcade std WAP charge See o2 co uk game 4 Terms settings No purchase
4734,0,Oh k:)after that placement there ah?,Oh k placement ah
4735,0,"Not for possession, especially not first offense",Not possession especially first offense
4736,0,"Nt only for driving even for many reasons she is called BBD..thts it chikku, then hw abt dvg cold..heard tht vinobanagar violence hw is the condition..and hw ru ? Any problem?",Nt drive even many reason call BBD thts chikku hw abt dvg cold heard tht vinobanagar violence hw condition hw ru Any problem
4737,0,I bought the test yesterday. Its something that lets you know the exact day u ovulate.when will get 2u in about 2 to 3wks. But pls pls dont fret. I know u r worried. Pls relax. Also is there anything in ur past history u need to tell me?,I buy test yesterday Its something let know exact day u ovulate get 2u 2 3wks But pls pls dont fret I know u r worry Pls relax Also anything ur past history u need tell
4738,0,We have pizza if u want,We pizza u want
4739,0,"I keep seeing weird shit and bein all \woah\"" then realising it's actually reasonable and I'm all \""oh\""""",I keep see weird shit bein woah realise actually reasonable I oh
4740,0,Many more happy returns of the day. I wish you happy birthday.,Many happy return day I wish happy birthday
4741,0,Ya very nice. . .be ready on thursday,Ya nice ready thursday
4742,0,I am in hospital da. . I will return home in evening,I hospital da I return home even
4743,0,"\Thinking of u ;) x\""""",Thinking u x
4744,1,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,Camera You award SiPix Digital Camera call 09061221066 fromm landline Delivery within 28 day
4745,0,Orh i tot u say she now still dun believe.,Orh tot u say still dun believe
4746,0,"When you just put in the + sign, choose my number and the pin will show. Right?",When put sign choose number pin show Right
4747,0,The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8,The beauty life next second hide thousand secret I wish every second wonderful ur life gud n8
4748,0,Thanx u darlin!im cool thanx. A few bday drinks 2 nite. 2morrow off! Take care c u soon.xxx,Thanx u darlin im cool thanx A bday drink 2 nite 2morrow Take care c u soon xxx
4749,0,"If you're still up, maybe leave the credit card so I can get gas when I get back like he told me to",If still maybe leave credit card I get gas I get back like tell
4750,1,Your weekly Cool-Mob tones are ready to download !This weeks new Tones include: 1) Crazy Frog-AXEL F>>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>More info in n,Your weekly Cool Mob tone ready download This week new Tones include 1 Crazy Frog AXEL F 2 Akon Lonely 3 Black Eyed Dont P More info n
4751,0,Well boy am I glad G wasted all night at applebees for nothing,Well boy I glad G waste night applebees nothing
4752,1,Cashbin.co.uk (Get lots of cash this weekend!) www.cashbin.co.uk Dear Welcome to the weekend We have got our biggest and best EVER cash give away!! These..,Cashbin co uk Get lot cash weekend www cashbin co uk Dear Welcome weekend We get big best EVER cash give away These
4753,0,Ok lor... Or u wan me go look 4 u?,Ok lor Or u wan go look 4 u
4754,0,U wan 2 haf lunch i'm in da canteen now.,U wan 2 haf lunch da canteen
4755,0,Don't make life too stressfull.. Always find time to Laugh.. It may not add years to your Life! But surely adds more life to ur years!! Gud ni8..swt dreams..,Don make life stressfull Always find time Laugh It may add year Life But surely add life ur year Gud ni8 swt dream
4756,0,"hey, looks like I was wrong and one of the kappa guys numbers is still on my phone, if you want I can text him and see if he's around",hey look like I wrong one kappa guys number still phone want I text see around
4757,1,URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm,URGENT Your Mobile number award 2000 prize GUARANTEED Call 09061790121 land line Claim 3030 Valid 12hrs 150ppm
4758,1,Thanks 4 your continued support Your question this week will enter u in2 our draw 4 å£100 cash. Name the NEW US President? txt ans to 80082,Thanks 4 continued support Your question week enter u in2 draw 4 100 cash Name NEW US President txt an 80082
4759,0,I'm home. Doc gave me pain meds says everything is fine.,I home Doc give pain med say everything fine
4760,0,It's Ì© only $140 ard...Ìä rest all ard $180 at least...Which is Ì© price 4 Ì© 2 bedrm ($900),It 140 ard rest ard 180 least Which price 4 2 bedrm 900
4761,0,Me too! Have a lovely night xxx,Me Have lovely night xxx
4762,0,Prepare to be pleasured :),Prepare pleasured
4763,0,Hi.:)technical support.providing assistance to us customer through call and email:),Hi technical support provide assistance u customer call email
4764,0,if you text on your way to cup stop that should work. And that should be BUS,text way cup stop work And BUS
4765,0,Whens your radio show?,Whens radio show
4766,1,Your unique user ID is 1172. For removal send STOP to 87239 customer services 08708034412,Your unique user ID 1172 For removal send STOP 87239 customer service 08708034412
4767,0,I'm not sure if its still available though,I sure still available though
4768,0,watever reLation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories! feeling..,watever reLation u build dis world thing remain atlast iz lonlines lotz n lot memory feel
4769,0,CHEERS LOU! YEAH WAS A GOODNITE SHAME U NEVA CAME! C YA GAILxx,CHEERS LOU YEAH WAS A GOODNITE SHAME U NEVA CAME C YA GAILxx
4770,0,Hi..i got the money da:),Hi get money da
4771,0,"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com",Hi Mobile lt gt add contact list www fullonsms com It great place send free sm people For visit fullonsms com
4772,0,Ok then u tell me wat time u coming later lor.,Ok u tell wat time u come later lor
4773,0,U repeat e instructions again. Wat's e road name of ur house?,U repeat e instruction Wat e road name ur house
4774,0,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas",So many people seem special first sight But remain special till last sight Maintain till life end Sh jas
4775,0,Quite lor. But dun tell him wait he get complacent...,Quite lor But dun tell wait get complacent
4776,0,Sorry completely forgot * will pop em round this week if your still here?,Sorry completely forget pop em round week still
4777,0,U R THE MOST BEAUTIFUL GIRL IVE EVER SEEN. U R MY BABY COME AND C ME IN THE COMMON ROOM,U R THE MOST BEAUTIFUL GIRL IVE EVER SEEN U R MY BABY COME AND C ME IN THE COMMON ROOM
4778,0,O we cant see if we can join denis and mina? Or does denis want alone time,O cant see join denis mina Or denis want alone time
4779,0,Sen told that he is going to join his uncle finance in cbe,Sen tell go join uncle finance cbe
4780,0,Yup... Hey then one day on fri we can ask miwa and jiayin take leave go karaoke ,Yup Hey one day fri ask miwa jiayin take leave go karaoke
4781,0,"Call me, i am senthil from hsbc.",Call senthil hsbc
4782,0,"Especially since i talk about boston all up in my personal statement, lol! I woulda changed that if i had realized it said nyc! It says boston now.",Especially since talk boston personal statement lol I woulda change realize say nyc It say boston
4783,0,Indeed and by the way it was either or - not both !,Indeed way either
4784,1,"Urgent -call 09066649731from Landline. Your complimentary 4* Ibiza Holiday or å£10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150ppm 18+",Urgent call 09066649731from Landline Your complimentary 4 Ibiza Holiday 10 000 cash await collection SAE T Cs PO BOX 434 SK3 8WP 150ppm 18
4785,0,Holy living christ what is taking you so long,Holy live christ take long
4786,0,ÌÏ thk of wat to eat tonight.,thk wat eat tonight
4787,0,"Thanx. Yup we coming back on sun. Finish dinner going back 2 hotel now. Time flies, we're tog 4 exactly a mth today. Hope we'll haf many more mths to come...",Thanx Yup come back sun Finish dinner go back 2 hotel Time fly tog 4 exactly mth today Hope haf many mths come
4788,0,We're on the opposite side from where we dropped you off,We opposite side drop
4789,0,Yup. Izzit still raining heavily cos i'm in e mrt i can't c outside.,Yup Izzit still rain heavily co e mrt c outside
4790,0,Send me your resume:-),Send resume
4791,0,Gd luck 4 ur exams :-),Gd luck 4 ur exam
